cylinders,displacement,horsepower,weight,acceleration,model year,origin,sqrt_cylinders,log_cylinders,sqrt_displacement,log_displacement,sqrt_horsepower,log_horsepower,sqrt_weight,log_weight,sqrt_acceleration,log_acceleration,sqrt_model year,log_model year,sqrt_origin,log_origin,amc,audi,bmw,buick,cadillac,capri,chevroelt,chevrolet,chevy,chrysler,datsun,dodge,fiat,ford,hi,honda,maxda,mazda,mercedes,mercedes-benz,mercury,nissan,oldsmobile,opel,peugeot,plymouth,pontiac,renault,saab,subaru,toyota,toyouta,triumph,vokswagen,volkswagen,volvo,vw
4.0,146.0,67.0,3250,21.8,80,2,2.0,1.3862943611198906,12.083045973594572,4.983606621708336,8.18535277187245,4.204692619390966,57.0087712549569,8.086410275323782,4.669047011971501,3.0819099697950434,8.94427190999916,4.382026634673881,1.4142135623730951,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,140.0,90.0,2408,19.5,72,1,2.0,1.3862943611198906,11.832159566199232,4.941642422609304,9.486832980505138,4.499809670330265,49.07137658554119,7.786551806428712,4.415880433163924,2.970414465569701,8.48528137423857,4.276666119016055,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,122.0,85.0,2310,18.5,73,1,2.0,1.3862943611198906,11.045361017187261,4.804021044733257,9.219544457292887,4.442651256490317,48.062459362791664,7.745002803515839,4.301162633521313,2.917770732084279,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,151.0,90.0,2735,18.0,82,1,2.0,1.3862943611198906,12.288205727444508,5.017279836814924,9.486832980505138,4.499809670330265,52.29722745997153,7.913886714856082,4.242640687119285,2.8903717578961645,9.055385138137417,4.406719247264253,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.0,140.0,78.0,2592,18.5,75,1,2.0,1.3862943611198906,11.832159566199232,4.941642422609304,8.831760866327848,4.356708826689592,50.91168824543142,7.860185057472165,4.301162633521313,2.917770732084279,8.660254037844387,4.31748811353631,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8.0,454.0,220.0,4354,9.0,70,1,2.8284271247461903,2.0794415416798357,21.307275752662516,6.118097198041348,14.832396974191326,5.393627546352362,65.98484674529449,8.378850241794492,3.0,2.1972245773362196,8.366600265340756,4.248495242049359,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,225.0,110.0,3360,16.6,79,1,2.449489742783178,1.791759469228055,15.0,5.41610040220442,10.488088481701515,4.700480365792417,57.96550698475775,8.11969625295725,4.0743097574926725,2.8094026953624978,8.888194417315589,4.3694478524670215,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,156.0,105.0,2800,14.4,80,1,2.0,1.3862943611198906,12.489995996796797,5.049856007249537,10.246950765959598,4.653960350157523,52.91502622129181,7.937374696163295,3.794733192202055,2.667228206581955,8.94427190999916,4.382026634673881,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,383.0,170.0,3563,10.0,70,1,2.8284271247461903,2.0794415416798357,19.570385790780925,5.948034989180646,13.038404810405298,5.135798437050262,59.69087032369355,8.178358165605836,3.1622776601683795,2.302585092994046,8.366600265340756,4.248495242049359,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,85.0,70.0,1990,17.0,76,3,2.0,1.3862943611198906,9.219544457292887,4.442651256490317,8.366600265340756,4.248495242049359,44.609416046390926,7.595889917718538,4.123105625617661,2.833213344056216,8.717797887081348,4.330733340286331,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,400.0,167.0,4906,12.5,73,1,2.8284271247461903,2.0794415416798357,20.0,5.991464547107982,12.922847983320086,5.117993812416755,70.04284403134984,8.498214224818435,3.5355339059327378,2.5257286443082556,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,120.0,97.0,2506,14.5,72,3,2.0,1.3862943611198906,10.954451150103322,4.787491742782046,9.848857801796104,4.574710978503383,50.05996404313531,7.826443135456014,3.8078865529319543,2.6741486494265287,8.48528137423857,4.276666119016055,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4.0,85.0,70.0,1945,16.8,77,3,2.0,1.3862943611198906,9.219544457292887,4.442651256490317,8.366600265340756,4.248495242049359,44.10215414239989,7.573017256052546,4.09878030638384,2.8213788864092133,8.774964387392123,4.343805421853684,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,140.0,89.0,2755,15.8,77,1,2.0,1.3862943611198906,11.832159566199232,4.941642422609304,9.433981132056603,4.48863636973214,52.48809388804284,7.9211727215870145,3.9749213828703582,2.760009940032921,8.774964387392123,4.343805421853684,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,85.0,65.0,2110,19.2,80,3,2.0,1.3862943611198906,9.219544457292887,4.442651256490317,8.06225774829855,4.174387269895637,45.93473631142341,7.6544432264701125,4.381780460041329,2.954910279033736,8.94427190999916,4.382026634673881,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,350.0,180.0,4380,12.1,76,1,2.8284271247461903,2.0794415416798357,18.708286933869708,5.857933154483459,13.416407864998739,5.19295685089021,66.18156843109719,8.384804003370492,3.478505426185217,2.4932054526026954,8.717797887081348,4.330733340286331,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,97.0,67.0,2065,17.8,81,3,2.0,1.3862943611198906,9.848857801796104,4.574710978503383,8.18535277187245,4.204692619390966,45.44227107000705,7.632885505395133,4.219004621945797,2.8791984572980396,9.0,4.394449154672439,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4.0,90.0,48.0,2085,21.7,80,2,2.0,1.3862943611198906,9.486832980505138,4.499809670330265,6.928203230275509,3.871201010907891,45.661800227323496,7.642524134232902,4.658325879540846,3.077312260546414,8.94427190999916,4.382026634673881,1.4142135623730951,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8.0,429.0,198.0,4952,11.5,73,1,2.8284271247461903,2.0794415416798357,20.71231517720798,6.061456918928017,14.071247279470288,5.288267030694535,70.37044834303673,8.507546814364431,3.391164991562634,2.4423470353692043,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,78.0,52.0,1985,19.4,78,3,2.0,1.3862943611198906,8.831760866327848,4.356708826689592,7.211102550927978,3.9512437185814275,44.553338819890925,7.59337419312129,4.404543109109048,2.9652730660692823,8.831760866327848,4.356708826689592,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,120.0,97.0,2489,15.0,74,3,2.0,1.3862943611198906,10.954451150103322,4.787491742782046,9.848857801796104,4.574710978503383,49.889878733065686,7.819636302367592,3.872983346207417,2.70805020110221,8.602325267042627,4.30406509320417,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,302.0,139.0,3205,11.2,78,1,2.8284271247461903,2.0794415416798357,17.378147196982766,5.71042701737487,11.789826122551595,4.9344739331306915,56.61271941887264,8.07246736935477,3.3466401061363023,2.4159137783010487,8.831760866327848,4.356708826689592,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,318.0,150.0,4237,14.5,73,1,2.8284271247461903,2.0794415416798357,17.832554500127006,5.762051382780177,12.24744871391589,5.0106352940962555,65.09224224129939,8.351610750626559,3.8078865529319543,2.6741486494265287,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.0,400.0,190.0,4422,12.5,72,1,2.8284271247461903,2.0794415416798357,20.0,5.991464547107982,13.784048752090222,5.247024072160486,66.4981202741852,8.394347361417392,3.5355339059327378,2.5257286443082556,8.48528137423857,4.276666119016055,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,350.0,180.0,3664,11.0,73,1,2.8284271247461903,2.0794415416798357,18.708286933869708,5.857933154483459,13.416407864998739,5.19295685089021,60.530983801686226,8.20631072579402,3.3166247903554,2.3978952727983707,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,225.0,105.0,3121,16.5,73,1,2.449489742783178,1.791759469228055,15.0,5.41610040220442,10.246950765959598,4.653960350157523,55.86591089385369,8.045908742270779,4.06201920231798,2.803360380906535,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,83.0,61.0,2003,19.0,74,3,2.0,1.3862943611198906,9.1104335791443,4.418840607796598,7.810249675906654,4.110873864173311,44.75488800120049,7.602401335665818,4.358898943540674,2.9444389791664403,8.602325267042627,4.30406509320417,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,141.0,71.0,3190,24.8,79,2,2.0,1.3862943611198906,11.874342087037917,4.948759890378168,8.426149773176359,4.2626798770413155,56.480084985771754,8.06777619577889,4.979959839195493,3.2108436531709366,8.888194417315589,4.3694478524670215,1.4142135623730951,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6.0,250.0,100.0,3278,18.0,73,1,2.449489742783178,1.791759469228055,15.811388300841896,5.521460917862246,10.0,4.605170185988092,57.253820833198546,8.094988759303774,4.242640687119285,2.8903717578961645,8.54400374531753,4.290459441148391,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,250.0,110.0,3520,16.4,77,1,2.449489742783178,1.791759469228055,15.811388300841896,5.521460917862246,10.488088481701515,4.700480365792417,59.329587896765304,8.166216268592143,4.049691346263317,2.797281334830153,8.774964387392123,4.343805421853684,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,350.0,160.0,4456,13.5,72,1,2.8284271247461903,2.0794415416798357,18.708286933869708,5.857933154483459,12.649110640673518,5.075173815233827,66.75327707311455,8.40200678160712,3.6742346141747673,2.6026896854443837,8.48528137423857,4.276666119016055,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,121.0,113.0,2234,12.5,70,2,2.0,1.3862943611198906,11.0,4.795790545596741,10.63014581273465,4.727387818712341,47.265209192385896,7.711548979629146,3.5355339059327378,2.5257286443082556,8.366600265340756,4.248495242049359,1.4142135623730951,0.6931471805599453,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,350.0,165.0,4209,12.0,71,1,2.8284271247461903,2.0794415416798357,18.708286933869708,5.857933154483459,12.84523257866513,5.10594547390058,64.87680633323437,8.344980368770571,3.4641016151377544,2.4849066497880004,8.426149773176359,4.2626798770413155,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,90.0,75.0,2125,14.5,74,1,2.0,1.3862943611198906,9.486832980505138,4.499809670330265,8.660254037844387,4.31748811353631,46.09772228646444,7.661527081358517,3.8078865529319543,2.6741486494265287,8.602325267042627,4.30406509320417,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,156.0,122.0,2807,13.5,73,3,2.449489742783178,1.791759469228055,12.489995996796797,5.049856007249537,11.045361017187261,4.804021044733257,52.98112871579842,7.939871576361883,3.6742346141747673,2.6026896854443837,8.54400374531753,4.290459441148391,1.7320508075688772,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.0,350.0,155.0,4502,13.5,72,1,2.8284271247461903,2.0794415416798357,18.708286933869708,5.857933154483459,12.449899597988733,5.043425116919247,67.09694478886502,8.412277021466677,3.6742346141747673,2.6026896854443837,8.48528137423857,4.276666119016055,1.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,135.0,84.0,2490,15.7,81,1,2.0,1.3862943611198906,11.61895003862225,4.90527477843843,9.16515138991168,4.430816798843313,49.8998997994986,7.820037989458753,3.96232255123179,2.7536607123542622,9.0,4.394449154672439,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,135.0,84.0,2525,16.0,82,1,2.0,1.3862943611198906,11.61895003862225,4.90527477843843,9.16515138991168,4.430816798843313,50.24937810560445,7.83399634170946,4.0,2.772588722239781,9.055385138137417,4.406719247264253,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,225.0,90.0,3381,18.7,80,1,2.449489742783178,1.791759469228055,15.0,5.41610040220442,9.486832980505138,4.499809670330265,58.146367040426526,8.125926802707886,4.324349662087931,2.928523523860541,8.94427190999916,4.382026634673881,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,151.0,90.0,2678,16.5,80,1,2.0,1.3862943611198906,12.288205727444508,5.017279836814924,9.486832980505138,4.499809670330265,51.749396131742444,7.8928255262511176,4.06201920231798,2.803360380906535,8.94427190999916,4.382026634673881,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,151.0,90.0,2950,17.3,82,1,2.0,1.3862943611198906,12.288205727444508,5.017279836814924,9.486832980505138,4.499809670330265,54.31390245600108,7.989560449333865,4.159326868617084,2.8507065015037334,9.055385138137417,4.406719247264253,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,232.0,100.0,2901,16.0,74,1,2.449489742783178,1.791759469228055,15.231546211727817,5.44673737166631,10.0,4.605170185988092,53.86093203798092,7.972810784121404,4.0,2.772588722239781,8.602325267042627,4.30406509320417,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
